# q=  0.16000000E-02  0.20000000E-03 -0.20000000E-03  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     103     -0.22466388E-02     -0.23948804E-02     -0.29582844E-03     -0.64577515E-03
     104     -0.22486338E-02     -0.23948804E-02     -0.29736192E-03     -0.64577515E-03
     105     -0.22505562E-02     -0.23948804E-02     -0.29893030E-03     -0.64577515E-03
     106     -0.22523207E-02     -0.23948804E-02     -0.30053217E-03     -0.64577515E-03
     107     -0.22539411E-02     -0.23948804E-02     -0.30216490E-03     -0.64577515E-03
     108     -0.22556701E-02     -0.23948804E-02     -0.30379655E-03     -0.64577515E-03
     109     -0.22575424E-02     -0.23948804E-02     -0.30522080E-03     -0.64577515E-03
     110     -0.22592267E-02     -0.23948804E-02     -0.30663076E-03     -0.64577515E-03
     111     -0.22607584E-02     -0.23948804E-02     -0.30830168E-03     -0.64577515E-03
     112     -0.22623436E-02     -0.23948804E-02     -0.30973077E-03     -0.64577515E-03
     113     -0.22637878E-02     -0.23948804E-02     -0.31140273E-03     -0.64577515E-03
     114     -0.22654098E-02     -0.23948804E-02     -0.31305780E-03     -0.64577515E-03
     115     -0.22669347E-02     -0.23948804E-02     -0.31455996E-03     -0.64577515E-03
     116     -0.22684407E-02     -0.23948804E-02     -0.31609448E-03     -0.64577515E-03
     117     -0.22697802E-02     -0.23948804E-02     -0.31790073E-03     -0.64577515E-03
     118     -0.22712239E-02     -0.23948804E-02     -0.31929393E-03     -0.64577515E-03
     119     -0.22725200E-02     -0.23948804E-02     -0.32097202E-03     -0.64577515E-03
     120     -0.22738518E-02     -0.23948804E-02     -0.32255965E-03     -0.64577515E-03
     121     -0.22752549E-02     -0.23948804E-02     -0.32426936E-03     -0.64577515E-03
     122     -0.22764759E-02     -0.23948804E-02     -0.32575514E-03     -0.64577515E-03
     123     -0.22777646E-02     -0.23948804E-02     -0.32738602E-03     -0.64577515E-03
     124     -0.22791358E-02     -0.23948804E-02     -0.32901783E-03     -0.64577515E-03
     125     -0.22802408E-02     -0.23948804E-02     -0.33084611E-03     -0.64577515E-03
     126     -0.22813646E-02     -0.23948804E-02     -0.33225733E-03     -0.64577515E-03
     127     -0.22824418E-02     -0.23948804E-02     -0.33393779E-03     -0.64577515E-03
     128     -0.22836487E-02     -0.23948804E-02     -0.33536623E-03     -0.64577515E-03
     129     -0.22848790E-02     -0.23948804E-02     -0.33693075E-03     -0.64577515E-03
     130     -0.22858423E-02     -0.23948804E-02     -0.33864808E-03     -0.64577515E-03
     131     -0.22867470E-02     -0.23948804E-02     -0.34041637E-03     -0.64577515E-03
     132     -0.22877603E-02     -0.23948804E-02     -0.34184459E-03     -0.64577515E-03
     133     -0.22887100E-02     -0.23948804E-02     -0.34335429E-03     -0.64577515E-03
     134     -0.22897372E-02     -0.23948804E-02     -0.34459118E-03     -0.64577515E-03
     135     -0.22906757E-02     -0.23948804E-02     -0.34602636E-03     -0.64577515E-03
     136     -0.22916584E-02     -0.23948804E-02     -0.34750959E-03     -0.64577515E-03
     137     -0.22926211E-02     -0.23948804E-02     -0.34904550E-03     -0.64577515E-03
     138     -0.22937377E-02     -0.23948804E-02     -0.35045598E-03     -0.64577515E-03
     139     -0.22947345E-02     -0.23948804E-02     -0.35181120E-03     -0.64577515E-03
     140     -0.22956521E-02     -0.23948804E-02     -0.35326224E-03     -0.64577515E-03
     141     -0.22965092E-02     -0.23948804E-02     -0.35470185E-03     -0.64577515E-03
     142     -0.22973728E-02     -0.23948804E-02     -0.35611931E-03     -0.64577515E-03
     143     -0.22981754E-02     -0.23948804E-02     -0.35757333E-03     -0.64577515E-03
     144     -0.22989541E-02     -0.23948804E-02     -0.35890834E-03     -0.64577515E-03
     145     -0.22997955E-02     -0.23948804E-02     -0.36029931E-03     -0.64577515E-03
     146     -0.23005503E-02     -0.23948804E-02     -0.36147869E-03     -0.64577515E-03
     147     -0.23013660E-02     -0.23948804E-02     -0.36278187E-03     -0.64577515E-03
     148     -0.23021238E-02     -0.23948804E-02     -0.36409891E-03     -0.64577515E-03
     149     -0.23028694E-02     -0.23948804E-02     -0.36539173E-03     -0.64577515E-03
     150     -0.23036568E-02     -0.23948804E-02     -0.36680735E-03     -0.64577515E-03
     151     -0.23043605E-02     -0.23948804E-02     -0.36806480E-03     -0.64577515E-03
     152     -0.23051125E-02     -0.23948804E-02     -0.36945556E-03     -0.64577515E-03
     153     -0.23058242E-02     -0.23948804E-02     -0.37077789E-03     -0.64577515E-03
     154     -0.23065513E-02     -0.23948804E-02     -0.37217265E-03     -0.64577515E-03
     155     -0.23072604E-02     -0.23948804E-02     -0.37331188E-03     -0.64577515E-03
     156     -0.23079139E-02     -0.23948804E-02     -0.37468261E-03     -0.64577515E-03
     157     -0.23085494E-02     -0.23948804E-02     -0.37584073E-03     -0.64577515E-03
     158     -0.23092602E-02     -0.23948804E-02     -0.37706396E-03     -0.64577515E-03
     159     -0.23098609E-02     -0.23948804E-02     -0.37838346E-03     -0.64577515E-03
     160     -0.23104798E-02     -0.23948804E-02     -0.37957037E-03     -0.64577515E-03
     161     -0.23110767E-02     -0.23948804E-02     -0.38091818E-03     -0.64577515E-03
     162     -0.23117499E-02     -0.23948804E-02     -0.38206945E-03     -0.64577515E-03
     163     -0.23124027E-02     -0.23948804E-02     -0.38329023E-03     -0.64577515E-03
     164     -0.23130337E-02     -0.23948804E-02     -0.38455093E-03     -0.64577515E-03
     165     -0.23136980E-02     -0.23948804E-02     -0.38585547E-03     -0.64577515E-03
     166     -0.23142595E-02     -0.23948804E-02     -0.38706394E-03     -0.64577515E-03
     167     -0.23147799E-02     -0.23948804E-02     -0.38828713E-03     -0.64577515E-03
     168     -0.23153002E-02     -0.23948804E-02     -0.38962704E-03     -0.64577515E-03
     169     -0.23158304E-02     -0.23948804E-02     -0.39088511E-03     -0.64577515E-03
     170     -0.23163609E-02     -0.23948804E-02     -0.39219866E-03     -0.64577515E-03
     171     -0.23168967E-02     -0.23948804E-02     -0.39355360E-03     -0.64577515E-03
     172     -0.23174408E-02     -0.23948804E-02     -0.39478356E-03     -0.64577515E-03
     173     -0.23180115E-02     -0.23948804E-02     -0.39612778E-03     -0.64577515E-03
     174     -0.23185406E-02     -0.23948804E-02     -0.39736002E-03     -0.64577515E-03
     175     -0.23190529E-02     -0.23948804E-02     -0.39859059E-03     -0.64577515E-03
     176     -0.23195699E-02     -0.23948804E-02     -0.39982069E-03     -0.64577515E-03
     177     -0.23200052E-02     -0.23948804E-02     -0.40106344E-03     -0.64577515E-03
     178     -0.23204705E-02     -0.23948804E-02     -0.40230858E-03     -0.64577515E-03
     179     -0.23209488E-02     -0.23948804E-02     -0.40353991E-03     -0.64577515E-03
     180     -0.23214091E-02     -0.23948804E-02     -0.40479026E-03     -0.64577515E-03
     181     -0.23218482E-02     -0.23948804E-02     -0.40598911E-03     -0.64577515E-03
     182     -0.23222894E-02     -0.23948804E-02     -0.40717045E-03     -0.64577515E-03
     183     -0.23227171E-02     -0.23948804E-02     -0.40835795E-03     -0.64577515E-03
     184     -0.23231064E-02     -0.23948804E-02     -0.40959496E-03     -0.64577515E-03
     185     -0.23235891E-02     -0.23948804E-02     -0.41073904E-03     -0.64577515E-03
     186     -0.23240503E-02     -0.23948804E-02     -0.41198616E-03     -0.64577515E-03
     187     -0.23245305E-02     -0.23948804E-02     -0.41313811E-03     -0.64577515E-03
     188     -0.23249281E-02     -0.23948804E-02     -0.41439023E-03     -0.64577515E-03
     189     -0.23253603E-02     -0.23948804E-02     -0.41551974E-03     -0.64577515E-03
     190     -0.23257418E-02     -0.23948804E-02     -0.41659863E-03     -0.64577515E-03
     191     -0.23261246E-02     -0.23948804E-02     -0.41767608E-03     -0.64577515E-03
     192     -0.23265418E-02     -0.23948804E-02     -0.41894963E-03     -0.64577515E-03
     193     -0.23269732E-02     -0.23948804E-02     -0.42003836E-03     -0.64577515E-03
     194     -0.23273239E-02     -0.23948804E-02     -0.42117581E-03     -0.64577515E-03
     195     -0.23277120E-02     -0.23948804E-02     -0.42232588E-03     -0.64577515E-03
     196     -0.23280399E-02     -0.23948804E-02     -0.42336514E-03     -0.64577515E-03
     197     -0.23283648E-02     -0.23948804E-02     -0.42436100E-03     -0.64577515E-03
     198     -0.23287128E-02     -0.23948804E-02     -0.42537805E-03     -0.64577515E-03
     199     -0.23290629E-02     -0.23948804E-02     -0.42645731E-03     -0.64577515E-03
     200     -0.23294452E-02     -0.23948804E-02     -0.42748982E-03     -0.64577515E-03
     201     -0.23297732E-02     -0.23948804E-02     -0.42862214E-03     -0.64577515E-03
     202     -0.23301083E-02     -0.23948804E-02     -0.42962815E-03     -0.64577515E-03
     203     -0.23304545E-02     -0.23948804E-02     -0.43062245E-03     -0.64577515E-03
     204     -0.23307609E-02     -0.23948804E-02     -0.43160827E-03     -0.64577515E-03
     205     -0.23310544E-02     -0.23948804E-02     -0.43262427E-03     -0.64577515E-03
     206     -0.23313729E-02     -0.23948804E-02     -0.43370965E-03     -0.64577515E-03
     207     -0.23316647E-02     -0.23948804E-02     -0.43478353E-03     -0.64577515E-03
     208     -0.23319945E-02     -0.23948804E-02     -0.43585082E-03     -0.64577515E-03
     209     -0.23322846E-02     -0.23948804E-02     -0.43681399E-03     -0.64577515E-03
     210     -0.23325919E-02     -0.23948804E-02     -0.43779624E-03     -0.64577515E-03
     211     -0.23328627E-02     -0.23948804E-02     -0.43885264E-03     -0.64577515E-03
     212     -0.23331184E-02     -0.23948804E-02     -0.43982557E-03     -0.64577515E-03
     213     -0.23333982E-02     -0.23948804E-02     -0.44080258E-03     -0.64577515E-03
     214     -0.23336838E-02     -0.23948804E-02     -0.44181121E-03     -0.64577515E-03
     215     -0.23339656E-02     -0.23948804E-02     -0.44277353E-03     -0.64577515E-03
     216     -0.23342385E-02     -0.23948804E-02     -0.44371211E-03     -0.64577515E-03
     217     -0.23344944E-02     -0.23948804E-02     -0.44467214E-03     -0.64577515E-03
     218     -0.23347723E-02     -0.23948804E-02     -0.44568988E-03     -0.64577515E-03

# q=  0.00000000E+00  0.00000000E+00  0.50000000E+00  (qpt 3)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.40117486E-03     -0.73336061E-02     -0.20794431E-05     -0.66333637E-03
       2     -0.78480564E-03     -0.73336061E-02     -0.42127053E-05     -0.66333637E-03
       3     -0.93336551E-03     -0.73336061E-02     -0.56024685E-05     -0.66333637E-03
       4     -0.10903031E-02     -0.73336061E-02     -0.68579902E-05     -0.66333637E-03
       5     -0.14717836E-02     -0.73336061E-02     -0.97947109E-05     -0.66333637E-03
       6     -0.17673820E-02     -0.73336061E-02     -0.12245495E-04     -0.66333637E-03
       7     -0.18984057E-02     -0.73336061E-02     -0.16605029E-04     -0.66333637E-03
       8     -0.20919345E-02     -0.73336061E-02     -0.21420705E-04     -0.66333637E-03
       9     -0.22625417E-02     -0.73336061E-02     -0.26050099E-04     -0.66333637E-03
      10     -0.23887225E-02     -0.73336061E-02     -0.28979685E-04     -0.66333637E-03
      11     -0.25499920E-02     -0.73336061E-02     -0.31949268E-04     -0.66333637E-03
      12     -0.27041015E-02     -0.73336061E-02     -0.35405669E-04     -0.66333637E-03
      13     -0.28389315E-02     -0.73336061E-02     -0.38257461E-04     -0.66333637E-03
      14     -0.29788689E-02     -0.73336061E-02     -0.41385808E-04     -0.66333637E-03
      15     -0.31162755E-02     -0.73336061E-02     -0.44748697E-04     -0.66333637E-03
      16     -0.32476043E-02     -0.73336061E-02     -0.48013732E-04     -0.66333637E-03
      17     -0.33467184E-02     -0.73336061E-02     -0.50718601E-04     -0.66333637E-03
      18     -0.34452468E-02     -0.73336061E-02     -0.53884222E-04     -0.66333637E-03
      19     -0.35523845E-02     -0.73336061E-02     -0.57323697E-04     -0.66333637E-03
      20     -0.36470150E-02     -0.73336061E-02     -0.60427851E-04     -0.66333637E-03
      21     -0.37365950E-02     -0.73336061E-02     -0.64150594E-04     -0.66333637E-03
      22     -0.38399408E-02     -0.73336061E-02     -0.68178006E-04     -0.66333637E-03
      23     -0.39271790E-02     -0.73336061E-02     -0.72019397E-04     -0.66333637E-03
      24     -0.40069855E-02     -0.73336061E-02     -0.75782221E-04     -0.66333637E-03
      25     -0.40848489E-02     -0.73336061E-02     -0.79230735E-04     -0.66333637E-03
      26     -0.41696577E-02     -0.73336061E-02     -0.83204065E-04     -0.66333637E-03
      27     -0.42368452E-02     -0.73336061E-02     -0.87072360E-04     -0.66333637E-03
      28     -0.43137585E-02     -0.73336061E-02     -0.90845997E-04     -0.66333637E-03
      29     -0.43792855E-02     -0.73336061E-02     -0.94348995E-04     -0.66333637E-03
      30     -0.44452397E-02     -0.73336061E-02     -0.97899720E-04     -0.66333637E-03
      31     -0.45151430E-02     -0.73336061E-02     -0.10171907E-03     -0.66333637E-03
      32     -0.45799307E-02     -0.73336061E-02     -0.10524813E-03     -0.66333637E-03
      33     -0.46434575E-02     -0.73336061E-02     -0.10896665E-03     -0.66333637E-03
      34     -0.47091313E-02     -0.73336061E-02     -0.11284527E-03     -0.66333637E-03
      35     -0.47788062E-02     -0.73336061E-02     -0.11697873E-03     -0.66333637E-03
      36     -0.48328024E-02     -0.73336061E-02     -0.12045151E-03     -0.66333637E-03
      37     -0.48933315E-02     -0.73336061E-02     -0.12382040E-03     -0.66333637E-03
      38     -0.49437776E-02     -0.73336061E-02     -0.12783153E-03     -0.66333637E-03
      39     -0.49926185E-02     -0.73336061E-02     -0.13143229E-03     -0.66333637E-03
      40     -0.50433986E-02     -0.73336061E-02     -0.13544119E-03     -0.66333637E-03
      41     -0.50935872E-02     -0.73336061E-02     -0.13909480E-03     -0.66333637E-03
      42     -0.51503760E-02     -0.73336061E-02     -0.14507141E-03     -0.66333637E-03
      43     -0.51889586E-02     -0.73336061E-02     -0.14950952E-03     -0.66333637E-03
      44     -0.52456676E-02     -0.73336061E-02     -0.15373186E-03     -0.66333637E-03
      45     -0.52966099E-02     -0.73336061E-02     -0.15789323E-03     -0.66333637E-03
      46     -0.53440859E-02     -0.73336061E-02     -0.16256553E-03     -0.66333637E-03
      47     -0.53931698E-02     -0.73336061E-02     -0.16671133E-03     -0.66333637E-03
      48     -0.54404625E-02     -0.73336061E-02     -0.17043840E-03     -0.66333637E-03
      49     -0.54846822E-02     -0.73336061E-02     -0.17346798E-03     -0.66333637E-03
      50     -0.55302305E-02     -0.73336061E-02     -0.17674327E-03     -0.66333637E-03
      51     -0.55681122E-02     -0.73336061E-02     -0.18034086E-03     -0.66333637E-03
      52     -0.56109263E-02     -0.73336061E-02     -0.18397718E-03     -0.66333637E-03
      53     -0.56479460E-02     -0.73336061E-02     -0.18745589E-03     -0.66333637E-03
      54     -0.56840550E-02     -0.73336061E-02     -0.19067196E-03     -0.66333637E-03
      55     -0.57199752E-02     -0.73336061E-02     -0.19370463E-03     -0.66333637E-03
      56     -0.57545475E-02     -0.73336061E-02     -0.19664166E-03     -0.66333637E-03
      57     -0.57873512E-02     -0.73336061E-02     -0.19919931E-03     -0.66333637E-03
      58     -0.58209528E-02     -0.73336061E-02     -0.20165836E-03     -0.66333637E-03
      59     -0.58529104E-02     -0.73336061E-02     -0.20416957E-03     -0.66333637E-03
      60     -0.58855534E-02     -0.73336061E-02     -0.20646287E-03     -0.66333637E-03
      61     -0.59206449E-02     -0.73336061E-02     -0.20872579E-03     -0.66333637E-03
      62     -0.59508909E-02     -0.73336061E-02     -0.21087121E-03     -0.66333637E-03
      63     -0.59782156E-02     -0.73336061E-02     -0.21304668E-03     -0.66333637E-03
      64     -0.60067534E-02     -0.73336061E-02     -0.21516977E-03     -0.66333637E-03
      65     -0.60351939E-02     -0.73336061E-02     -0.21736519E-03     -0.66333637E-03
      66     -0.60606278E-02     -0.73336061E-02     -0.21949991E-03     -0.66333637E-03
      67     -0.60819031E-02     -0.73336061E-02     -0.22153557E-03     -0.66333637E-03
